;New York;Los Angeles;Chicago;Miami;Dallas;Philadelphia;Houston;Washington;Atlanta;Boston;Phoenix;Seattle;San Francisco;Detroit;San Diego;Minneapolis;Tampa;Denver;Brooklyn;Queens;Baltimore;Riverside;Saint Louis;Las Vegas;Portland;San Antonio;Sacramento;San Jose;Orlando;Cleveland;Pittsburgh;Cincinnati;Manhattan;Austin;Kansas City;Indianapolis;Columbus;Virginia Beach;Charlotte;Bronx;Milwaukee;Providence;Jacksonville;Salt Lake City;Nashville;Memphis;Richmond;New Orleans;Raleigh;Louisville;Oklahoma City;Bridgeport;Buffalo;Hartford;Fort Worth;Tucson;El Paso;Honolulu;Omaha;McAllen;Albuquerque;Birmingham;Dayton;Rochester;Sarasota;Fresno;Allentown;Tulsa;Concord;Cape Coral;Springfield;Colorado Springs;Charleston;Grand Rapids;Mission Viejo;Albany;Knoxville;Baton Rouge;Bakersfield;Ogden;New Haven;Columbia;Akron;Provo;Worcester;Mesa;Palm Bay;Toledo;Murrieta;Wichita;Des Moines;Staten Island;Long Beach;Greenville;Little Rock;Harrisburg;Denton;Madison;Reno;Port Saint Lucie;Oakland;Winston-Salem;Indio;Durham;Syracuse;Chattanooga;Lancaster;Spokane;Palm Coast;Arlington;Bonita Springs;Poughkeepsie;Stockton;Oxnard;Augusta;Scranton;Boise;Modesto;Kissimmee;Youngstown;Aurora;Anaheim;Lancaster;Victorville;Pensacola;Fayetteville;Corpus Christi;Jackson;Greensboro;Flint;Santa Ana;Fort Wayne;Ann Arbor;Fayetteville;Santa Rosa;Lansing;Mobile;Lexington;Huntsville;Santa Clarita;Asheville;Saint Paul;Fort Collins;Antioch;Henderson;Trenton;Lakeland;Shreveport;Davenport;Springfield;
Akron;639.865;3314.41;520.415;1705.15;1634.67;552.644;1772.07;453.605;852.907;876.832;2812.25;3284.71;3502.26;195.439;3268.41;1046.65;1457.58;1976.47;638.355;649.883;461.116;3237.78;792.204;2959.86;3327.37;2005.5;3393.01;3469.57;1401.31;46.0377;148.389;332.953;635.387;1887.85;1128.43;417.276;173.479;676.708;655.758;643.107;575.693;845.577;1195.2;2541.76;711.683;993.591;526.263;1439.6;634.971;479.397;1526.08;697.129;299.69;740.547;1678.17;2785.38;2441.19;7350.81;1214.73;2255.08;2287.66;960.311;268.842;396.981;1530.79;3317.81;511.384;1363.47;3457.83;1605.78;755.376;1989.48;929.508;400.388;3275.05;663.071;606.213;1464.54;3312.25;2535.9;719.51;785.052;0;2529.89;817.102;2789.86;1458.1;183.758;3237.99;1408.84;1010.08;622.525;3308.14;698.203;1183.05;401.142;1633.53;686.244;3227.76;1538.05;3482.21;564.176;3150.25;611.084;494.499;743.913;455.8;2918.29;1283.58;1667.42;1637.45;637.562;3400.31;3375.58;859.317;490.938;2845.68;3386.79;1420.66;73.4105;1965.28;3281.14;3268.79;3207.33;1287.84;1230.53;2073.13;1243.56;573.472;280.706;3288.02;303.523;226.552;702.795;3499.63;310.195;1299.29;421.235;839.454;3308.39;619.201;1033.96;1976.22;3440.49;2949.62;577.851;1448.79;1450.85;760.069;1102.04;
Provo;3166.37;906.975;2010.64;3317.78;1563.49;3082.11;1877.21;2952.86;2511.22;3364.94;743.114;1182.76;972.5;2384.42;958.236;1588.75;2994.29;578.98;3165.32;3175.64;2976.02;866.702;1841.94;546.845;1070.82;1689.95;863.832;942.421;3053.69;2511.07;2669.55;2316.3;3160.98;1673.67;1465.59;2164.84;2426.63;3102.15;2752.86;3167.76;1985.23;3347.7;2917.4;63.8136;2211.21;1985.05;2954.52;2266.55;2914.28;2243.77;1347.66;3215.57;2726.76;3245.73;1520.74;902.321;1044.38;4820.95;1316.77;1990.21;721.042;2323.43;2328.62;2823.91;3028.36;806.262;3040.31;1447.59;927.964;3117.81;3250.74;609.659;2931.34;2173.13;910.445;3139.11;2458.96;2148.65;846.57;112.535;3235.28;2795.7;2529.89;0;3307.25;761.056;3139.43;2351.55;890.497;1267.13;1519.97;3150.3;919.905;2637.86;1804.6;2930.39;1507.49;1869.55;703.755;3206.06;952.49;2767.03;830.535;2886.75;2944.26;2384.42;2984.17;945.699;2998.26;1542.79;3153.7;3145.97;870.731;946.796;2727.68;3008.39;531.913;859.134;3058.35;2602.25;592.367;900.269;844.038;811.133;2460.38;1594.14;1910.83;2106.62;2804.14;2332.6;910.844;2228.6;2333.67;2914.99;971.198;2263.19;2371.64;2348.08;2282.58;886.821;2592.45;1600.94;558.088;910.668;556.05;3107.71;3030.1;1812.69;1769.96;1624.92;
Worcester;248.616;4118.95;1309.95;1987.48;2427.87;375.305;2521.07;577.296;1451.89;59.7333;3626.7;3948.47;4277.79;927.9;4079.29;1747.96;1855.53;2770.85;253.59;236.717;521.838;4044.61;1607.95;3759.84;4020.99;2778.8;4164.53;4249.67;1757.66;821.711;711.199;1124.2;244.164;2663.56;1943.18;1232.72;969.204;714.701;1107.4;232.954;1322.08;59.2492;1592.46;3313.24;1454.61;1761.87;714.967;2110.19;927.203;1258.85;2339.8;166.355;580.502;91.5232;2474.3;3602.36;3256.51;8117.83;2006.84;2993.14;3103.41;1631.58;1074.69;484.773;1924.35;4105.76;357.936;2177.13;4232.74;1969.18;62.6869;2791.33;1272.52;1134.47;4082.69;169.116;1258.22;2164.76;4109.96;3302.49;141.234;1211.27;817.102;3307.25;0;3604.97;1778.35;975.011;4046.44;2225.57;1800.59;270.737;4114.29;1233.59;1968.59;478.639;2432.26;1437.71;3994.66;1839.51;4257.99;999.59;3959.48;928.791;364.732;1412.74;450.356;3585.83;1648.8;2461.72;1989.41;186.012;4176.73;4178.49;1337.15;333.694;3575.95;4166.36;1778.28;745.062;2760.39;4087.63;4071.22;4011.87;1898.69;2039.66;2818.4;1961.89;973.372;974.776;4094.86;1114.12;980.229;1011.99;4269.31;1045.73;1939.99;1171.9;1537.91;4111.5;1189.67;1735.01;2762.57;4215.81;3751.12;335.934;1826.86;2218.5;1554.27;1915.88;
Mesa;3422.67;623.283;2304.93;3148.56;1393.25;3318.56;1595.9;3155.45;2521.41;3664.63;39.2834;1813.77;1083.1;2686.32;507.257;2036.46;2852.73;933.953;3420.46;3433.55;3190.56;528.635;2011.57;450.967;1640.23;1324.57;1047.61;1015.19;2937.48;2783.28;2910.83;2511.15;3419.45;1362.25;1661.82;2381.15;2651.41;3249.06;2832.85;3428.07;2324.85;3635.35;2847.69;820.355;2291.34;2003.14;3117.53;2089.64;3024.31;2401.95;1321.58;3485.41;3038.84;3530.35;1339.48;159.358;524.347;4707.76;1634.18;1522.59;503.072;2305.99;2545.72;3142.41;2868.65;824.988;3291.55;1474.22;1057.78;2947.39;3543.97;871.108;2946.78;2500.04;550.875;3444.73;2546.37;1967.25;705.555;870.524;3508.49;2839.98;2789.86;761.056;3604.97;0;3018.14;2631.19;507.83;1383.31;1832.53;3403.41;598.285;2697.21;1786.66;3170.86;1353.55;2217.11;997.066;3070.3;1066.4;2877.04;420.057;2999.71;3258.86;2433.23;3219.31;1656.95;2911.18;1361.23;2978.81;3427.39;1003.88;695.146;2743.26;3280.57;1199.65;962.598;2936.76;2862.87;938.331;570.438;611.89;534.518;2332.81;1628.75;1509.31;2008.79;2916.02;2655.84;572.201;2490.86;2633.26;3001.84;1136.19;2578.77;2240.28;2504.81;2308.86;635.728;2674.13;2046.38;989.584;1041.87;419.946;3350.49;2895.92;1673.77;2064.52;1721.53;
Palm Bay;1541.3;3638.5;1666.49;248.942;1632.38;1429.79;1446.77;1260.03;735.598;1813.23;3053.54;4191.11;4014.5;1615.99;3520.21;2192.62;175.031;2578.11;1535.97;1551.52;1312.81;3545.08;1479.66;3365.38;4156.05;1747.76;3935.82;3959.48;86.1908;1502.93;1386.19;1290.12;1548.75;1677.81;1782.18;1404.63;1351.25;1064.66;803.184;1559.06;1800.35;1751.81;278.768;3179.18;1076.91;1184.51;1102.02;929.88;892.958;1223.05;1794.2;1617.99;1666.54;1694.43;1684.63;2934.52;2514.2;7707.96;2033.76;1749.78;2577.59;850.19;1351.09;1710.16;198.735;3774.2;1480.17;1694.64;3977.26;198.984;1734.36;2531.35;540.964;1724.61;3568.95;1745.55;940.072;1051.59;3698.64;3196.92;1640.33;673.222;1458.1;3139.43;1778.35;3018.14;0;1543.8;3525.95;1890.75;1913.8;1522.04;3615.74;778.605;1338.16;1409.65;1678.68;1852.45;3808.65;83.0829;3994.83;903.338;3437.62;904.146;1722.54;898.95;1399.03;3845.9;181.78;1662.26;212.615;1642.44;3916.92;3709.85;613;1559.68;3609.24;3887.21;81.9177;1458.12;2564.09;3587.68;3618.22;3542.58;689.57;1555.84;1642.74;1036.16;905.158;1694.11;3589.94;1513.03;1612.91;805.27;4042.17;1674.88;781.854;1172.56;937.375;3647.31;862.032;2183.84;2628.13;3959.3;3342.94;1464.2;127.009;1355.31;1758.26;1562;
Toledo;814.949;3145.73;340.96;1792.68;1525.02;733.866;1693.7;635.605;881.677;1034.49;2652.44;3101.79;3324.05;89.283;3104.3;864.508;1523.55;1802.48;813.837;824.369;644.76;3070.5;658.547;2788.74;3143.66;1908.77;3214.02;3292.29;1480.07;159.562;331.565;291.206;809.733;1790.36;970.35;301.125;193.216;849.439;756.713;816.76;392.381;1008.48;1271.56;2362.32;670.5;917.361;696.16;1409.41;776.772;426.963;1390.98;867.018;412.941;904.099;1565.33;2632.62;2299.53;7171.99;1038.92;2178.22;2130.55;947.86;215.88;517.386;1595.65;3142.46;688.992;1229.49;3279.48;1676.37;914.821;1818.85;1034.63;223.343;3108.34;813.543;634.019;1418.98;3140.25;2355.66;888.044;879.932;183.758;2351.55;975.011;2631.19;1543.8;0;3071.86;1256.19;833.215;798.758;3140.43;766.574;1086.7;582.986;1518.42;502.487;3047.94;1625.7;3304.03;681.765;2984.71;750.556;629.895;747.891;638.149;2735.39;1364.53;1556.45;1710.09;801.939;3222.23;3206.01;932.383;659.405;2662.41;3209.36;1498.43;252.851;1791.56;3113.65;3098.95;3038.63;1288.83;1106.09;1993.78;1193.69;699.123;151.462;3120.76;145.141;69.1134;834.143;3320.36;141.875;1287.03;409.588;819.175;3138.91;683.395;851.893;1799.6;3262.21;2779.22;757.399;1520.35;1364.46;583.842;969.886;
Murrieta;3876.07;127.443;2737.34;3655.53;1899.67;3777.05;2101.22;3621.95;3019.6;4105.74;472.617;1620.26;664.303;3120.22;82.6069;2403.93;3360.53;1294.4;3874.2;3886.54;3654.21;44.8712;2475.78;343.906;1409.51;1824.23;675.278;591.503;3445.22;3227.62;3365.36;2974.84;3872.2;1867.12;2112.79;2837.92;3108.48;3728.81;3322.81;3880.32;2741.63;4080.24;3353.86;926.479;2777.59;2496.71;3593.14;2597.45;3510.08;2873.44;1812.01;3935.1;3472.1;3975.68;1846.09;610.188;1024.3;4205.43;2046.51;1995.96;982.553;2806.18;3003.92;3574.15;3376.19;428.324;3745.69;1959.11;653.832;3454.55;3986.6;1259.42;3446.18;2923.44;43.2;3882.72;3033.32;2475.07;260.445;967.832;3957.27;3335.33;3237.99;890.497;4046.44;507.83;3525.95;3071.86;0;1847.3;2251.2;3857.64;93.4496;3189.67;2283;3627.36;1858.77;2629.53;705.706;3578.1;652.518;3362.02;90.3441;3484.82;3692.7;2925.68;3677.59;1567.45;3418.2;1867.98;3485.77;3873.18;614.705;196.458;3241.84;3728.4;1118.23;568.318;3444.56;3311.38;1302.81;68.4173;154.142;107.333;2840.32;2115.07;1999.78;2514.28;3400.88;3082.1;66.528;2935.57;3067.45;3491.53;734.463;3006.98;2747.77;2977.56;2803.71;152.795;3162.9;2415.07;1324.32;642.229;335.36;3807.39;3403.75;2180.1;2493.5;2197.64;
Wichita;2039.46;1933.93;944.779;2086.21;546.931;1935.46;897.072;1775.4;1244.14;2285.3;1407.19;2307.59;2200.84;1317.87;1871.12;877.212;1756.73;692.538;2037.23;2050.38;1808.94;1851.56;629.343;1597.71;2265.39;920.239;2106.32;2156.07;1804.57;1404.51;1527.66;1129.13;2036.32;822.486;290.729;997.946;1268.11;1885.25;1500.54;2045.01;992.99;2254.25;1656.62;1300.58;953.127;719.009;1746.97;1088.53;1675.79;1026.48;247.549;2102.85;1667.95;2149.21;545.778;1377;1053.05;6023.77;412.543;1276.8;880.294;1058.84;1162.42;1772.29;1798.83;1985.23;1908.31;215.705;2159.39;1891.53;2164.08;660.28;1665.67;1149.71;1886.32;2067.9;1206.34;987.826;1951.27;1313.76;2126.15;1533.83;1408.84;1267.13;2225.57;1383.31;1890.75;1256.19;1847.3;0;537.137;2020.14;1923.26;1378.31;555.525;1787.55;497.611;900.895;1960.84;1961.76;2180.61;1527.18;1757.92;1649.42;1886.07;1120.55;1836.15;1972.48;1740.81;555.208;1928.88;2046.21;2099.23;1999.09;1461.35;1898.79;1718.81;2076.94;1811.12;1481.5;678.649;1895.52;1894.72;1827.89;1233.27;335.069;1108.89;882.049;1565.54;1297.77;1901.4;1113.33;1265.08;1666.59;2214.79;1219.24;1151.39;1130.9;1015.65;1931.97;1339.2;880.992;737.703;2141.38;1582.76;1967.23;1788.48;664.43;719.344;361.979;
Des Moines;1647.97;2319.87;492.594;2143.52;1015.19;1562.14;1320.25;1437.03;1185.23;1859.39;1850.13;2355.56;2492.23;872.718;2288.19;378.08;1818.37;970.485;1646.77;1657.49;1457.82;2247.44;434.152;1959.34;2367.77;1416.42;2383.42;2459.57;1831.04;992.412;1149.76;816.96;1642.87;1307.21;283.768;660.148;911.244;1603.97;1317.51;1649.96;492.63;1837.55;1644.8;1532.96;842.001;785.693;1451.97;1321.17;1444.39;777.439;758.808;1699.79;1222.61;1734.07;1031.78;1853.6;1570.04;6340.91;206.274;1757.84;1343.02;1076.58;817.791;1323.79;1876.32;2309.29;1520.99;637.042;2447.84;1970.32;1742.05;992.488;1548.97;672.252;2286.37;1634.8;1042.78;1257.39;2309.44;1528.74;1720.38;1393.3;1010.08;1519.97;1800.59;1832.53;1913.8;833.215;2251.2;537.137;0;1631.45;2316.4;1233.77;769.16;1410.42;979.763;385.136;2219.26;1994;2472.16;1304.37;2165.61;1415.9;1442.96;1026.45;1464.23;1993.93;1740.17;1034.36;2008.52;1632.83;2390.26;2378.57;1365.27;1492.19;1859.78;2376.75;1843.1;1082.64;959.897;2290.09;2271.19;2212.88;1364.71;613.592;1578.34;1072.37;1338.04;831.008;2297.64;708.717;820.593;1463.29;2490.28;756.519;1307.28;874.113;976.846;2311.7;1168.66;377.536;966.462;2430.48;1950.94;1587.93;1837.7;1012.74;250.018;487.603;
Staten Island;22.6172;3935.57;1139.69;1738.4;2186.64;105.21;2264;308.056;1183.32;320.103;3426.89;3860.84;4122.8;771.751;3886.53;1630.21;1592.06;2598.96;18.4386;34.9824;253.668;3858.17;1393.7;3582.04;3917.99;2527.73;4012.66;4090.92;1497.21;639.251;492.752;897.8;27.0874;2413.71;1745.39;1022.27;752.089;458.555;836.701;38.0781;1176.19;266.809;1326.85;3160.84;1204.19;1514.57;444.659;1843.2;658.04;1023.45;2117;104.841;467.273;179.867;2234.54;3392.38;3034.65;7970.61;1836.66;2732.44;2900.43;1367.23;857.987;406.098;1661.79;3940.1;111.975;1954.91;4078.23;1709.94;216.985;2611.67;1006.97;989.239;3895.08;233.448;996.604;1900.68;3934.62;3153.68;130.903;941.023;622.525;3150.3;270.737;3403.41;1522.04;798.758;3857.64;2020.14;1631.45;0;3928.76;963.905;1726.1;233.985;2194.29;1291.09;3846.19;1586.2;4102.79;729.22;3769.51;658.742;319.33;1150.48;192.098;3495.34;1386.37;2220.95;1731.57;125.067;4020.99;3997.15;1066.51;156.545;3451.3;4008.02;1517.9;549.384;2587.78;3901.65;3890.49;3828.53;1628.81;1812.14;2559.59;1701.44;702.678;835.642;3908.39;925.995;820.193;743.777;4118.9;896.177;1671.41;930.16;1277.96;3929.93;922.211;1617.22;2597.9;4060.97;3571.58;65.6218;1564.95;1967.78;1381.62;1695.38;
Long Beach;3946.97;41.0712;2804.5;3746.75;1988;3849.31;2193.07;3696.37;3103.78;4173.46;562.296;1575.13;584.784;3187.17;145.105;2458.29;3450.76;1353.8;3945.18;3957.33;3727.87;72.2493;2550.68;377.267;1359.27;1917.01;606.794;512.142;3534.77;3296.87;3436.94;3049.05;3942.94;1959.07;2185.25;2910.57;3180.92;3806.8;3404.06;3950.93;2805.35;4148.9;3441.74;950.585;2858.01;2579.54;3670.04;2687.7;3589.96;2949.73;1894.53;4005.04;3538.51;4044.51;1934.58;703.512;1116.79;4120.66;2111.01;2089.32;1064.97;2891.21;3076.74;3640.1;3466.93;362.726;3816.87;2039.93;578.076;3545.63;4054.77;1323.91;3530.71;2988.31;51.6411;3949.86;3113.78;2565.23;189.764;989.051;4026.97;3418.38;3308.14;919.905;4114.29;598.285;3615.74;3140.43;93.4496;1923.26;2316.4;3928.76;0;3271.79;2366.88;3699.22;1946.41;2692.54;656.129;3668.36;574.379;3441.73;178.237;3564.51;3759.02;3007.91;3749.86;1542.5;3506.77;1956.56;3576.99;3942.2;543.604;103.634;3326.11;3798.03;1101.82;497.253;3534.28;3381.55;1362.81;28.3044;98.6942;109.354;2929.49;2196.08;2093.12;2601.87;3480.52;3147.37;26.9241;3005.24;3134.53;3572.63;657.748;3072.79;2836.91;3054.09;2886.8;74.5934;3243.85;2469.63;1379.02;567.785;376.124;3879.22;3493.8;2268.29;2560.33;2275.86;
Greenville;986.409;3286.83;905.86;1027.52;1348.47;858.749;1345.24;656.291;223.565;1283.98;2727.14;3582.46;3579.06;841.631;3202.13;1457.75;760.901;2058.93;981.716;998.645;711.889;3199.54;819.041;2966.45;3579.66;1631.55;3484.39;3533.64;713.508;740.793;657.527;515.021;989.927;1525.56;1181.74;642.996;575.23;607.837;145.73;1001.14;1034.6;1229.19;504.985;2666.24;426.654;694.093;531.143;885.37;355.223;472.417;1377.69;1068.71;946.845;1142.08;1401.59;2651.8;2254.56;7389.58;1392.7;1793.37;2207.17;432.984;573.094;1012.8;833.824;3360.63;881.131;1233.28;3537.68;911.579;1176.08;2036.91;315.826;947.081;3230.75;1143.22;191.027;954.666;3317.48;2673.96;1094.81;160.766;698.203;2637.86;1233.59;2697.21;778.605;766.574;3189.67;1378.31;1233.77;963.905;3271.79;0;912.363;773.704;1372.35;1098.88;3336.85;861.042;3558.83;236.929;3099.33;338.453;1058.42;264.055;788.067;3223.73;598.368;1383.54;944.598;1059.64;3477.51;3354.77;165.883;935.792;3051.4;3454.9;731.862;712.48;2045.5;3243.58;3253.44;3182.99;665.142;1077.01;1629.33;778.842;269.138;917.56;3248.22;736.538;835.654;309.909;3592.89;896.316;708.973;402.664;390.89;3288.45;83.431;1447.68;2089.06;3519.67;2949.35;898.309;754.972;1089.7;1036.75;1016.45;
Little Rock;1747.77;2383.64;889.387;1530.71;460.588;1628.19;618.683;1440.46;737.019;2026.83;1817.31;2862.92;2707.32;1170.26;2292.73;1141.04;1201.44;1239.95;1744.39;1759.8;1485.24;2294.69;473.839;2075.75;2819.7;823.424;2620.72;2657.07;1252.07;1196.93;1260.83;852.79;1747.26;705.357;526.548;785.628;1013.2;1487.61;1051.22;1757.46;1001.67;1984.29;1113.48;1842.62;529.771;221.132;1370.91;565.761;1249.92;711.405;476.181;1822.31;1478.93;1882.32;509.315;1739.47;1345.38;6487.46;795.429;1099.56;1302.37;528.687;914.327;1579.34;1243.34;2477.82;1619.65;357.137;2667.87;1336.16;1905.98;1195.21;1164.36;1083.41;2324.58;1831.08;774.811;489.928;2422.45;1859.32;1847.91;1053.32;1183.05;1804.6;1968.59;1786.66;1338.16;1086.7;2283;555.525;769.16;1726.1;2366.88;912.363;0;1495.3;471.883;963.682;2484.81;1407.81;2687.29;1106.17;2192.69;1227.14;1676.08;649.344;1534.05;2525.83;1193.66;495.037;1373.58;1782.61;2607.36;2452.64;959.388;1635.42;2271.63;2581.08;1257.91;1246.39;1225.93;2338.6;2353.34;2281.25;679.038;221.907;913.714;333.64;1145.01;1187.79;2342.78;948.617;1124.99;1219.92;2728.46;1115.49;599.915;797.137;522.472;2386.98;895.981;1138.42;1290.87;2649.81;2056.61;1665.01;1233.77;284.356;774.814;287.08;
Harrisburg;254.572;3706.54;921.558;1640.55;1955.58;151.725;2042.44;152.812;985.302;534.993;3194.61;3672.97;3902.61;569.484;3655.39;1435.18;1457.56;2374.41;251.739;266.21;110.307;3628.44;1160.34;3354.71;3721.65;2301.43;3793.73;3869.38;1373.49;424.738;262.617;663.833;253.005;2186.63;1514.6;790.175;519.573;400.551;661.543;262.829;970.474;489.471;1187.49;2942.69;976.998;1285.75;309.563;1637.84;517.461;790.191;1883.02;327.011;334.617;389.413;2003.03;3158.82;2800.69;7751.33;1614.41;2514.91;2667.81;1156.3;625.137;327.346;1529.61;3716.28;124.448;1720.93;3858.25;1587.32;417.091;2384.62;873.949;787.459;3665.05;369.798;781.365;1688.64;3707.79;2937;352.65;779.559;401.142;2930.39;478.639;3170.86;1409.65;582.986;3627.36;1787.55;1410.42;233.985;3699.22;773.704;1495.3;0;1962.27;1083.41;3628.76;1480.53;3882.53;549.737;3539;509.211;313.62;936.027;55.9223;3306.71;1257.87;1989.75;1612.64;294.575;3800.6;3768.63;896.04;162.133;3244.91;3786.7;1394.16;330.139;2363.01;3672;3662.17;3599.57;1436.09;1578.33;2339.83;1483.8;531.082;642.64;3678.62;702.028;613.667;605.8;3900.45;694.091;1471.72;698.381;1059.87;3701.37;721.451;1422.29;2375.93;3840.87;3343.76;180.033;1435.89;1741.12;1160.44;1461.43;
Denton;2215.74;1966.94;1268.77;1832;58.7404;2097.52;416.043;1911.54;1180.32;2490.98;1386.98;2646.2;2338;1596.36;1860.45;1347.77;1519.91;1002.96;2212.49;2227.68;1955.64;1874.89;864.721;1686.76;2568.08;436.662;2263.12;2281.83;1595.7;1642.67;1721.78;1309.7;2214.9;329.434;696.535;1222.42;1468.21;1957.44;1514.39;2224.94;1355.56;2450.11;1495.36;1555.98;1001.65;691.623;1842.58;767.103;1716.7;1173.53;252.502;2289.07;1923.28;2347.28;52.1417;1289.99;883.695;6061.05;899.775;783.98;898.922;960.7;1365.6;2025.89;1544.71;2095.81;2086.71;342.882;2301.61;1629.98;2369.57;928.787;1600.48;1475.19;1901.32;2290.25;1244.64;646.118;2021.28;1582.84;2314.45;1504.6;1633.53;1507.49;2432.26;1353.55;1678.68;1518.42;1858.77;497.611;979.763;2194.29;1946.41;1372.35;471.883;1962.27;0;1287.86;2144.08;1736.78;2318.49;1574.79;1769.23;1694.74;2128.01;1112.95;2002.47;2338.19;1561.71;57.5988;1664.25;2246.58;2241.48;2037.66;1399.71;2098.59;2016.85;2210.61;1596.79;1700.13;989.704;1918.16;1943.34;1868.55;989.164;418.054;612.038;655.513;1613.44;1600.37;1921.21;1374.91;1547.36;1681.97;2368.36;1523.79;896.823;1264.14;981.906;1973.89;1362.53;1349.62;1076.53;2283.73;1664.26;2133.93;1560.36;323.575;1091.57;563.726;
Madison;1305.58;2694.56;196.734;2096.37;1312.73;1233.08;1571.5;1136.29;1122.39;1495.5;2234.29;2601.95;2840.52;519.42;2668.55;373.901;1789.83;1340.51;1305.02;1314.08;1147.15;2624.35;499.431;2330.81;2641.27;1717.91;2728;2811.97;1776.52;658.767;833.807;599.349;1299.41;1602.68;616.731;456.211;634.405;1337.16;1143.93;1305.41;115.786;1478.4;1573.96;1876.19;799.978;888.331;1182.41;1447.66;1223.4;631.064;1096.75;1349.75;857.216;1376.94;1339.54;2238.61;1948.16;6684.18;584.484;2038.07;1728.11;1085.95;567.363;954.978;1856;2668.92;1184.01;952.67;2795.55;1946.23;1381.27;1370.19;1407.49;304.022;2663.9;1269.72;917.783;1413.76;2677.99;1866.63;1368.51;1245.91;686.244;1869.55;1437.71;2217.11;1852.45;502.487;2629.53;900.895;385.136;1291.09;2692.54;1098.88;963.682;1083.41;1287.86;0;2559.32;1935.37;2820.67;1100.63;2544.85;1195.22;1075.22;959.998;1138.98;2235.68;1671.34;1337.57;1983.23;1278.08;2739.3;2751.67;1254.31;1143.93;2161.81;2728.68;1791.89;754.149;1330.83;2666.59;2644.1;2587.82;1418.79;879.899;1853.29;1199.11;1127.82;463.101;2674.44;414.653;471.258;1262.47;2833.31;395.672;1383.71;697.977;961.795;2685.14;1020.65;362.151;1327.01;2778.55;2323.84;1254.38;1799.18;1241.67;196.673;733.477;
Reno;3861.74;617.872;2707.57;3974.4;2196.3;3780.38;2475.3;3654.61;3203.43;4051.62;959.493;919.255;300.871;3077.2;785.973;2257.51;3656.97;1280.48;3860.86;3870.73;3676.8;661.09;2545.28;546.12;704.11;2243.86;177.513;304.672;3723.68;3207.48;3368.86;3019.68;3856.05;2253.36;2168.68;2867.73;3128.27;3805.86;3454.01;3862.53;2675.08;4036.91;3597.56;686.307;2910.34;2674.28;3658.05;2911.17;3617.4;2947.42;2016.01;3908.62;3415.02;3936.05;2148.4;1151.94;1481.04;4124.99;2017.71;2491;1266;3009.65;3031.03;3510.1;3685.96;307.635;3736.9;2130.19;256.162;3772.75;3939.38;1300.63;3626.43;2863.34;688.873;3825.87;3159.77;2790.08;472.122;692.746;3927.69;3493.73;3227.76;703.755;3994.66;997.066;3808.65;3047.94;705.706;1960.84;2219.26;3846.19;656.129;3336.85;2484.81;3628.76;2144.08;2559.32;0;3871.79;283.782;3469.95;722.362;3589.94;3630.4;3081.1;3682.94;923.195;3675.03;2171.05;3807.48;3837.4;216.06;598.22;3421.87;3702.09;541.54;235.116;3726.96;3299.66;1293.56;659.296;559.966;600.643;3122.4;2281.03;2450.32;2772.49;3507.19;3021.96;669.72;2927.82;3027.23;3616.98;275.724;2954.63;3031.61;3051.77;2975.66;583.316;3293.26;2270.14;1261.67;242.919;577.209;3805.13;3695.11;2461.87;2468.85;2321.39;
Port Saint Lucie;1605.04;3691.75;1749.54;167.244;1689.2;1495.76;1490.67;1329.98;817.723;1872.83;3106.06;4264.57;4074.3;1697.38;3570.76;2274.89;217.639;2647.26;1599.71;1615.02;1382.04;3598;1559.93;3423.28;4227.1;1789.17;3997.09;4018.55;162.994;1583.04;1463.81;1373.01;1612.74;1723.24;1858.73;1487.71;1433;1127.86;882.584;1622.9;1883.43;1811.27;361.833;3246.6;1158.38;1259.28;1171.89;980.664;965.217;1306.09;1859.4;1680.67;1742.65;1756.79;1740.88;2983.61;2562.96;7753.27;2111.82;1775.46;2635.41;927.241;1433.74;1784.28;213.076;3832.53;1547.81;1763.47;4037.46;174.252;1796.94;2598.84;616.714;1807.36;3621.17;1811.71;1023.15;1103.15;3754.33;3265.07;1702.53;753.003;1538.05;3206.06;1839.51;3070.3;83.0829;1625.7;3578.1;1961.76;1994;1586.2;3668.36;861.042;1407.81;1480.53;1736.78;1935.37;3871.79;0;4054.71;981.18;3490.15;977.523;1793.89;981.162;1468.2;3920.6;264.855;1718.39;172.596;1707.64;3977.2;3763.25;695.579;1628.66;3679.44;3946.94;152.339;1536.86;2633.23;3640.38;3672.66;3596.73;749.622;1626.7;1675.53;1100.27;981.726;1775.83;3642.42;1595.86;1694.8;878.157;4103.1;1757.19;841.059;1255.57;1017.24;3701.17;944.452;2266.16;2698.56;4019.53;3400.44;1529.46;176.721;1414.09;1840.31;1636.58;
